id,publication_PMID,publication_DOI,publication_URL,publications,summary_results,publication_type,days_to_publication_PCD,days_to_publication_CD,days_to_summary_PCD,days_to_summary_CD,days_reg_to_start,days_reg_to_CD,days_reg_to_PCD,days_reg_to_publ,is_CTgov,recruitmentStatus,is_multicentric,phase,main_sponsor,intervention_type,primary_completion_date,completion_date,publication_date,primary_completion_year,enrollment,masking,allocation,start_date,lead_or_facility,lead_cities,facility_cities,center_size
NCT00637676,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,112,1269,1177,NA,yes,Completed,no,Phase 2,Other,Procedure,2011-06-01,2011-09-01,NA,2011,50,Single Blind,Randomized,2008-07-01,lead,Heidelberg,,large
NCT00639834,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,22,873,873,NA,yes,Completed,yes,Phase 1,Industry,Biological,2010-06-01,2010-06-01,NA,2010,26,Open Label,NA,2008-02-01,facility,,Dresden Köln,No lead center
NCT00642928,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-172,437,345,NA,yes,Completed,no,Phase 2,Other,Drug,2009-03-01,2009-06-01,NA,2009,108,Double Blind,Randomized,2007-10-01,lead,Giessen Marburg,,small
NCT00647192,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-25,1407,1407,NA,yes,Terminated,yes,Phase 2,Other,Drug,2012-02-01,2012-02-01,NA,2012,38,Double Blind,Randomized,2008-03-01,lead,Homburg,,small
NCT00653731,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-61,639,639,NA,yes,Completed,no,Not given,Other,Behavioral,2010-01-01,2010-01-01,NA,2010,327,Open Label,Randomized,2008-02-01,lead,Halle,,small
NCT00663455,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,224,1867,1685,NA,yes,Terminated,yes,Phase 4,Other,Drug,2012-12-01,2013-06-01,NA,2012,50,Open Label,Randomized,2008-12-01,lead,Erlangen,Freiburg Hamburg Hannover Heidelberg Jena LMU München Münster Rostock,large
NCT00678756,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-74,566,505,NA,yes,Unknown status,no,Phase 2,Other,Drug,2009-10-01,2009-12-01,NA,2009,12,Open Label,Non-Randomized,2008-03-01,lead,Dresden,,large
NCT00682747,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-15,1019,1019,NA,yes,Terminated,yes,Phase 2,Other,Drug,2011-03-01,2011-03-01,NA,2011,13,Open Label,Randomized,2008-05-01,lead,Halle,,small
NCT00690612,NA,NA,NA,FALSE,TRUE,No publ,NA,NA,364,364,-275,456,456,NA,yes,Completed,yes,Phase 3,Industry,Drug,2009-09-01,2009-09-01,NA,2009,35,Open Label,NA,2007-09-01,lead,Heidelberg,,large
NCT00691002,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-33,577,577,NA,yes,Completed,yes,Phase 3,Industry,Drug,2010-01-01,2010-01-01,NA,2010,1245,Double Blind,Randomized,2008-05-01,lead,Bonn,,large
NCT00691912,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-551,2006,2006,NA,yes,Terminated,no,Phase 2,Other,Drug,2013-12-01,2013-12-01,NA,2013,26,Open Label,NA,2006-12-01,lead,Magdeburg,,small
NCT00696332,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,83,690,660,NA,yes,Completed,yes,Phase 2,Industry,Drug,2010-04-01,2010-05-01,NA,2010,559,Double Blind,Randomized,2008-09-01,facility,,Berlin Ulm,No lead center
NCT00696956,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-70,1025,1025,NA,yes,Unknown status,yes,Phase 2/Phase 3,Other,Device,2011-04-01,2011-04-01,NA,2011,114,Double Blind,Randomized,2008-04-01,lead,Tübingen,Berlin Rostock,large
NCT00704002,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-570,708,588,NA,yes,Terminated,no,Not given,Other,Procedure,2010-02-01,2010-06-01,NA,2010,9,Open Label,Randomized,2006-12-01,lead,Düsseldorf,,small
NCT00707304,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,128,1497,978,NA,yes,Completed,yes,Phase 3,Industry,Drug,2011-03-01,2012-08-01,NA,2011,742,Double Blind,Randomized,2008-11-01,facility,,Erlangen Göttingen Mannheim TU München,No lead center
NCT00709098,NA,NA,NA,FALSE,TRUE,No publ,NA,NA,849,849,62,700,700,NA,yes,Completed,yes,Phase 3,Industry,Drug,2010-06-01,2010-06-01,NA,2010,49,Double Blind,Randomized,2008-09-01,facility,,Dresden,No lead center
NCT00709956,NA,NA,NA,FALSE,TRUE,No publ,NA,NA,432,432,0,396,396,NA,yes,Completed,yes,Phase 3,Industry,Drug,2009-08-01,2009-08-01,NA,2009,64,Double Blind,Randomized,2008-07-01,facility,,Dresden,No lead center
NCT00711113,NA,NA,https://clinicaltrials.gov/ct2/show/results/NCT00711113,FALSE,TRUE,No publ,NA,NA,721,721,-1680,1151,1151,NA,yes,Completed,yes,Not given,Industry,Device,2011-09-01,2011-09-01,NA,2011,47,Open Label,Non-Randomized,2003-12-01,facility,,Mainz,No lead center
NCT00711360,none,10.1093/europace/eur220,https://academic.oup.com/europace/article/13/suppl_3/NP/737911/Poster-Session-1,FALSE,FALSE,Abstract only,NA,NA,NA,NA,-6,1517,1273,NA,yes,Completed,yes,Phase 4,Industry,Device,2012-01-01,2012-09-01,NA,2012,303,Open Label,NA,2008-07-01,lead,Würzburg,Aachen Berlin Bochum Düsseldorf Duisburg Greifswald Hamburg Hannover Heidelberg Jena Tübingen,small
NCT00717639,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-60,731,731,NA,yes,Terminated,yes,Phase 4,Other,Procedure,2010-07-01,2010-07-01,NA,2010,150,Open Label,NA,2008-05-01,lead,Heidelberg,Mannheim LMU München,large
NCT00727012,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-58,825,825,NA,yes,Completed,no,Not given,Industry,Device,2010-11-01,2010-11-01,NA,2010,180,Open Label,NA,2008-06-01,lead,Heidelberg,,large
NCT00727181,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-271,855,702,NA,yes,Completed,yes,Not given,Industry,Device,2010-07-01,2010-12-01,NA,2010,120,Open Label,NA,2007-11-01,lead,Leipzig,TU München,large
NCT00727493,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-1673,609,519,NA,yes,Unknown status,no,Phase 4,Other,Drug,2010-01-01,2010-04-01,NA,2010,45,Double Blind,Randomized,2004-01-01,lead,Berlin,,large
NCT00732329,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-7,876,876,NA,yes,Completed,yes,Not given,Other,Behavioral,2011-01-01,2011-01-01,NA,2011,160,Open Label,Randomized,2008-08-01,lead,Dresden,,large
NCT00735722,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,321,1448,1448,NA,yes,Terminated,yes,Not given,Industry,Device,2012-08-01,2012-08-01,NA,2012,188,Single Blind,Randomized,2009-07-01,facility,,Lübeck,No lead center
NCT00739635,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,11,529,529,NA,yes,Completed,yes,Phase 3,Industry,Drug,2010-02-01,2010-02-01,NA,2010,411,Double Blind,Randomized,2008-09-01,facility,,Berlin,No lead center
NCT00742443,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,97,889,858,NA,yes,Completed,yes,Phase 3,Industry,Drug,2011-01-01,2011-02-01,NA,2011,350,Double Blind,Randomized,2008-12-01,facility,,Freiburg Jena Lübeck,No lead center
NCT00742495,NA,NA,http://www.diss.fu-berlin.de/diss/servlets/MCRFileNodeServlet/FUDISS_derivate_000000019697/Habil_v.Stackelberg.pdf,FALSE,FALSE,No publ,NA,NA,NA,NA,187,736,736,NA,yes,Terminated,yes,Phase 1/Phase 2,Industry,Drug,2010-09-01,2010-09-01,NA,2010,2,Open Label,Randomized,2009-03-01,facility,,Berlin,No lead center
NCT00753155,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-2446,354,354,NA,yes,Unknown status,Not given,Not given,Other,Behavioral,2009-09-01,2009-09-01,NA,2009,89,Open Label,Randomized,2002-01-01,lead,Hannover,,large
NCT00753350,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-14,1447,1447,NA,yes,Completed,no,Phase 1,Industry,Device,2012-09-01,2012-09-01,NA,2012,15,Open Label,Non-Randomized,2008-09-01,lead,Mainz,,large
NCT00754663,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-95,454,393,NA,yes,Unknown status,no,Not given,Other,Behavioral,2009-09-01,2009-11-01,NA,2009,100,Open Label,Randomized,2008-05-01,lead,Tübingen,,large
NCT00754975,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-259,653,227,NA,yes,Completed,yes,Not given,Industry,Device,2009-05-01,2010-07-01,NA,2009,130,No masking,Randomized,2008-01-01,facility,,Bonn Hamburg,No lead center
NCT00756873,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,12,438,347,NA,yes,Unknown status,yes,Phase 3,Other,Drug,2009-09-01,2009-12-01,NA,2009,90,Double Blind,Randomized,2008-10-01,lead,Regensburg,,small
NCT00758407,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-785,464,464,NA,yes,Completed,yes,Phase 2/Phase 3,Industry,Drug,2010-01-01,2010-01-01,NA,2010,66,Double Blind,Randomized,2006-08-01,facility,,Leipzig,No lead center
NCT00761280,NA,NA,NA,FALSE,TRUE,No publ,NA,NA,918,797,66,1344,1223,NA,yes,Terminated,yes,Phase 3,Industry,Drug,2012-02-01,2012-06-01,NA,2012,27,Open Label,Randomized,2008-12-01,facility,,Frankfurt Freiburg Hamburg Hannover Heidelberg Leipzig Magdeburg Münster Regensburg Ulm,No lead center
NCT00762632,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-303,1341,1341,NA,yes,Completed,no,Phase 1/Phase 2,Other,Drug,2012-06-01,2012-06-01,NA,2012,40,Open Label,Non-Randomized,2007-12-01,lead,TU München,,large
NCT00764075,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,5,978,917,NA,yes,Completed,no,Not given,Other,Device,2011-04-01,2011-06-01,NA,2011,132,Open Label,Randomized,2008-10-01,lead,Aachen,,small
NCT00768846,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-35,968,572,NA,yes,Unknown status,yes,Phase 4,Other,Device,2010-05-01,2011-06-01,NA,2010,2600,Open Label,Randomized,2008-09-01,lead,TU München,,large
NCT00773565,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-14,1020,1020,NA,yes,Completed,no,Not given,Other,Dietary Supplement,2011-08-01,2011-08-01,NA,2011,62,Open Label,NA,2008-10-01,lead,Heidelberg,,large
NCT00776191,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-49,1289,1289,NA,yes,Terminated,yes,Phase 4,Other,Drug,2012-05-01,2012-05-01,NA,2012,5,Open Label,Randomized,2008-09-01,lead,Erlangen Köln,Hannover Rostock,large
NCT00776230,NA,NA,NA,FALSE,TRUE,No publ,NA,NA,1283,1283,-49,589,589,NA,yes,Completed,yes,Phase 3,Industry,Biological,2010-06-01,2010-06-01,NA,2010,304,Open Label,Non-Randomized,2008-09-01,facility,,Rostock,No lead center
NCT00776906,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-19,1868,1868,NA,yes,Completed,yes,Not given,Industry,Device,2013-12-01,2013-12-01,NA,2013,150,Open Label,Randomized,2008-10-01,facility,,Leipzig Tübingen,No lead center
NCT00777127,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,41,1472,1472,NA,yes,Completed,yes,Phase 4,Industry,Drug,2012-11-01,2012-11-01,NA,2012,258,Open Label,Randomized,2008-12-01,lead,Magdeburg,Berlin Düsseldorf Frankfurt Kiel Mainz Münster Regensburg,small
NCT00779714,NA,NA,http://ascopubs.org/doi/abs/10.1200/jco.2015.33.15_suppl.e20080,FALSE,FALSE,Abstract only,NA,NA,NA,NA,-21,1622,1440,NA,yes,Unknown status,yes,Phase 3,Other,Drug,2012-10-01,2013-04-01,NA,2012,360,Open Label,Randomized,2008-10-01,lead,Würzburg,Aachen Berlin Bochum Duisburg Frankfurt Hannover Jena Kiel Lübeck Magdeburg Mainz Mannheim Marburg LMU München Münster Homburg Tübingen,small
NCT00781053,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-115,768,768,NA,yes,Completed,yes,Phase 2,Industry,Drug,2010-12-01,2010-12-01,NA,2010,38,Open Label,NA,2008-07-01,facility,,Berlin Frankfurt Köln,No lead center
NCT00781807,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,4,1981,1799,NA,yes,Unknown status,yes,Not given,Other,Other,2013-10-01,2014-04-01,NA,2013,80,Open Label,NA,2008-11-01,lead,Hannover,,large
NCT00782080,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-120,580,488,NA,yes,Completed,yes,Phase 3,Other,Drug,2010-03-01,2010-06-01,NA,2010,155,Double Blind,Randomized,2008-07-01,lead,Mainz,Berlin,large
NCT00782405,NA,NA,0,FALSE,FALSE,No publ,NA,NA,NA,NA,-23,889,889,NA,yes,Completed,no,Phase 3,Other,Drug,2011-04-01,2011-04-01,NA,2011,40,Open Label,Randomized,2008-10-01,lead,TU München,,large
NCT00786552,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-4,1822,1457,NA,yes,Unknown status,no,Phase 2,Other,Drug,2012-11-01,2013-11-01,NA,2012,47,Open Label,Non-Randomized,2008-11-01,lead,Kiel,,small
NCT00787683,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-36,1486,1486,NA,yes,Unknown status,yes,Not given,Other,Device,2012-12-01,2012-12-01,NA,2012,416,Open Label,Randomized,2008-10-01,lead,Göttingen,Aachen Freiburg Hannover Lübeck Münster,small
NCT00794482,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-263,194,194,NA,yes,Completed,no,Phase 3,Industry,Drug,2009-06-01,2009-06-01,NA,2009,1200,Open Label,Non-Randomized,2008-03-01,facility,,Duisburg,No lead center
NCT00802347,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-1,1976,1795,NA,yes,Completed,yes,Phase 1/Phase 2,Industry,Drug,2013-11-01,2014-05-01,NA,2013,374,Double Blind,Randomized,2008-12-01,facility,,Berlin Hamburg Heidelberg Mannheim Tübingen,No lead center
NCT00806468,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,54,784,722,NA,yes,Terminated,no,Phase 4,Other,Drug,2010-12-01,2011-02-01,NA,2010,1,Double Blind,Randomized,2009-02-01,lead,Mainz,,large
NCT00808600,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,290,1843,1659,NA,yes,Unknown status,no,Not given,Other,Behavioral,2013-07-01,2014-01-01,NA,2013,132,Open Label,Randomized,2009-10-01,lead,Hannover,,large
NCT00810095,NA,NA,NA,FALSE,TRUE,No publ,NA,NA,355,355,76,837,837,NA,yes,Completed,no,Phase 2,Industry,Device,2011-04-01,2011-04-01,NA,2011,40,Open Label,NA,2009-03-01,lead,Heidelberg,,large
NCT00810433,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,47,927,927,NA,yes,Completed,yes,Not given,Industry,Procedure,2011-07-01,2011-07-01,NA,2011,10,Open Label,NA,2009-02-01,facility,,Berlin Göttingen Mannheim LMU München,No lead center
NCT00812019,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-47,683,73,NA,yes,Completed,yes,Phase 1/Phase 2,Industry,Biological,2009-03-01,2010-11-01,NA,2009,753,Single Blind,Randomized,2008-11-01,facility,,Giessen Marburg,No lead center
NCT00812799,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-18,1077,955,NA,yes,Unknown status,yes,Phase 3,Industry,Drug,2011-08-01,2011-12-01,NA,2011,374,Double Blind,Randomized,2008-12-01,facility,,Berlin Bonn Dresden Frankfurt Halle Lübeck Münster,No lead center
NCT00818181,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-219,572,26,NA,yes,Completed,no,Phase 2,Industry,Drug,2009-02-01,2010-08-01,NA,2009,73,Open Label,NA,2008-06-01,lead,Köln,,large
NCT00819572,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-38,601,601,NA,yes,Completed,yes,Phase 1/Phase 2,Industry,Biological,2010-09-01,2010-09-01,NA,2010,27,Double Blind,Randomized,2008-12-01,lead,Erlangen,,large
NCT00820599,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-38,2609,692,NA,yes,Completed,yes,Not given,Industry,Device,2010-12-01,2016-03-01,NA,2010,213,No masking,NA,2008-12-01,facility,,Hamburg,No lead center
NCT00823173,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-13,686,686,NA,yes,Completed,yes,Phase 2,Industry,Biological,2010-12-01,2010-12-01,NA,2010,9,Open Label,NA,2009-01-01,lead,Tübingen,Berlin,large
NCT00823225,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-227,138,138,NA,yes,Terminated,yes,Phase 3,Industry,Procedure,2009-06-01,2009-06-01,NA,2009,5,Open Label,Randomized,2008-06-01,lead,Dresden,,large
NCT00826475,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-19,527,436,NA,yes,Completed,no,Not given,Other,Behavioral,2010-04-01,2010-07-01,NA,2010,62,Single Blind,Randomized,2009-01-01,lead,Freiburg,,large
NCT00827008,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-20,1044,1044,NA,yes,Terminated,yes,Phase 3,Industry,Drug,2011-12-01,2011-12-01,NA,2011,821,Open Label,Non-Randomized,2009-01-01,facility,,Berlin,No lead center
NCT00827619,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,10,2474,1013,NA,yes,Completed,yes,Not given,Industry,Device,2011-11-01,2015-11-01,NA,2011,110,Open Label,NA,2009-02-01,lead,Magdeburg,,small
NCT00829192,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-449,1286,1255,NA,yes,Unknown status,yes,Phase 2,Industry,Drug,2012-07-01,2012-08-01,NA,2012,200,Double Blind,Randomized,2007-11-01,facility,,Berlin Kiel,No lead center
NCT00840775,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,51,842,691,NA,yes,Completed,yes,Phase 4,Industry,Device,2011-01-01,2011-06-01,NA,2011,278,Open Label,NA,2009-04-01,facility,,Berlin Heidelberg,No lead center
NCT00842959,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-10,689,689,NA,yes,Completed,no,Phase 4,Industry,Device,2011-01-01,2011-01-01,NA,2011,120,Open Label,Randomized,2009-02-01,lead,Mainz,,large
NCT00843960,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-11,1753,323,NA,yes,Unknown status,no,Not given,Other,Behavioral,2010-01-01,2013-12-01,NA,2010,150,Open Label,Randomized,2009-02-01,lead,Hannover,,large
NCT00850499,NA,NA,NA,FALSE,TRUE,No publ,NA,NA,398,368,189,949,919,NA,yes,Terminated,yes,Phase 2,Industry,Drug,2011-09-01,2011-10-01,NA,2011,12,Open Label,Randomized,2009-09-01,facility,,Berlin Frankfurt Göttingen Jena Leipzig Mainz Ulm,No lead center
NCT00852020,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,47,777,777,NA,yes,Completed,yes,Not given,Industry,Dietary Supplement,2011-04-01,2011-04-01,NA,2011,60,"Participant, Investigator",Randomized,2009-04-01,lead,Berlin,,large
NCT00852059,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,4,1740,1740,NA,yes,Terminated,no,Phase 4,Other,Drug,2013-12-01,2013-12-01,NA,2013,32,Open Label,Randomized,2009-03-01,lead,Mainz,,large
NCT00853866,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-57,459,247,NA,yes,Unknown status,no,Phase 4,Other,Drug,2009-11-01,2010-06-01,NA,2009,12,Double Blind,Randomized,2009-01-01,lead,Hamburg,Tübingen,large
NCT00854256,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,30,1886,1735,NA,yes,Unknown status,no,Not given,Other,Procedure,2013-12-01,2014-05-01,NA,2013,60,Open Label,Randomized,2009-04-01,lead,Köln,,large
NCT00854802,NA,NA,NA,FALSE,FALSE,Abstract only,NA,NA,NA,NA,-60,548,548,NA,yes,Completed,yes,Not given,Industry,Drug,2010-09-01,2010-09-01,NA,2010,290,Double Blind,Randomized,2009-01-01,facility,,Berlin Düsseldorf Frankfurt Freiburg Hannover Heidelberg Mainz,No lead center
NCT00854893,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,213,1187,1004,NA,yes,Unknown status,no,Not given,Other,Device,2011-12-01,2012-06-01,NA,2011,70,Double Blind,Randomized,2009-10-01,lead,Hamburg,,large
NCT00856505,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-368,727,362,NA,yes,Unknown status,no,Phase 1/Phase 2,Other,Drug,2010-03-01,2011-03-01,NA,2010,38,Open Label,Non-Randomized,2008-03-01,lead,Freiburg,,large
NCT00862160,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,19,567,384,NA,yes,Unknown status,yes,Phase 4,Other,Device,2010-04-01,2010-10-01,NA,2010,64,Double Blind,Randomized,2009-04-01,lead,Hannover,,large
NCT00865501,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-382,258,258,NA,yes,Completed,no,Phase 3,Other,Drug,2009-12-01,2009-12-01,NA,2009,50,Double Blind,Randomized,2008-03-01,lead,Erlangen,,large
NCT00866684,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-808,834,653,NA,yes,Terminated,yes,Phase 4,Other,Drug,2011-01-01,2011-07-01,NA,2011,44,Open Label,Randomized,2007-01-01,lead,Berlin,Erlangen Kiel LMU München TU München Münster Regensburg,large
NCT00866944,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-19,956,833,NA,yes,Completed,yes,Phase 2,Industry,Drug,2011-07-01,2011-11-01,NA,2011,35,Open Label,Randomized,2009-03-01,lead,Berlin LMU München,Düsseldorf Frankfurt Halle Hannover Leipzig Mainz Mannheim Regensburg,large
NCT00869011,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,253,800,800,NA,yes,Unknown status,no,Phase 3,Other,Other,2011-06-01,2011-06-01,NA,2011,70,Single Blind,Randomized,2009-12-01,lead,Berlin,,large
NCT00870155,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-784,159,159,NA,yes,Terminated,yes,Phase 2/Phase 3,Industry,Drug,2009-09-01,2009-09-01,NA,2009,546,Open Label,NA,2007-02-01,facility,,Düsseldorf,No lead center
NCT00871026,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-757,553,339,NA,yes,Unknown status,no,Not given,Other,Procedure,2010-03-01,2010-10-01,NA,2010,160,Single Blind,Randomized,2007-03-01,lead,Berlin,,large
NCT00871091,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-816,66,35,NA,yes,Unknown status,no,Not given,Other,Procedure,2009-05-01,2009-06-01,NA,2009,32,Open Label,Randomized,2007-01-01,lead,Berlin,,large
NCT00872547,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-941,946,946,NA,yes,Terminated,yes,Phase 4,Industry,Device,2011-11-01,2011-11-01,NA,2011,329,Open Label,Non-Randomized,2006-09-01,facility,,Köln,No lead center
NCT00872846,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-55,1009,1009,NA,yes,Completed,no,Phase 1,Industry,Device,2012-01-01,2012-01-01,NA,2012,20,Open Label,Non-Randomized,2009-02-01,lead,Hamburg,,large
NCT00875888,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-1804,143,143,NA,yes,Terminated,yes,Not given,Industry,Device,2009-06-01,2009-06-01,NA,2009,80,Double Blind,Randomized,2004-02-01,facility,,Berlin Tübingen,No lead center
NCT00876759,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-5,1547,816,NA,yes,Unknown status,yes,Phase 2,Other,Radiation,2011-07-01,2013-07-01,NA,2011,160,Open Label,Randomized,2009-04-01,lead,Duisburg,Berlin Hamburg Heidelberg TU München,large
NCT00876772,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,694,1182,1182,NA,yes,Unknown status,no,Phase 2/Phase 3,Other,Drug,2012-07-01,2012-07-01,NA,2012,40,Double Blind,Randomized,2011-03-01,lead,Berlin,,large
NCT00878046,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-1437,2034,-37,NA,yes,Terminated,yes,Not given,Industry,Device,2009-03-01,2014-11-01,NA,2009,108,Open Label,NA,2005-05-01,facility,,Frankfurt,No lead center
NCT00878917,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-7,299,299,NA,yes,Completed,no,Phase 3,Industry,Drug,2010-02-01,2010-02-01,NA,2010,32,Single Blind,Randomized,2009-04-01,lead,Mainz,,large
NCT00880230,NA,NA,NA,FALSE,TRUE,No publ,NA,NA,611,62,-40,1331,782,NA,yes,Completed,yes,Not given,Industry,Device,2011-06-01,2012-12-01,NA,2011,141,Open Label,NA,2009-03-01,facility,,Hamburg,No lead center
NCT00881257,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-621,383,202,NA,yes,Terminated,yes,Phase 2/Phase 3,Industry,Device,2009-11-01,2010-05-01,NA,2009,78,Open Label,Non-Randomized,2007-08-01,lead,Hamburg,,large
NCT00883714,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,14,836,714,NA,yes,Unknown status,no,Phase 3,Other,Other,2011-04-01,2011-08-01,NA,2011,60,Single Blind,Randomized,2009-05-01,lead,Berlin,,large
NCT00883961,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,228,867,714,NA,yes,Unknown status,no,Phase 3,Other,Other,2011-04-01,2011-09-01,NA,2011,60,Single Blind,Randomized,2009-12-01,lead,Berlin,,large
NCT00884338,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,14,867,836,NA,yes,Unknown status,no,Phase 3,Other,Other,2011-08-01,2011-09-01,NA,2011,60,Single Blind,Randomized,2009-05-01,lead,Berlin,,large
NCT00884364,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,14,867,714,NA,yes,Unknown status,no,Phase 3,Other,Other,2011-04-01,2011-09-01,NA,2011,60,Single Blind,Randomized,2009-05-01,lead,Berlin,,large
NCT00884598,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-138,957,957,NA,yes,Unknown status,no,Phase 1,Other,Drug,2011-12-01,2011-12-01,NA,2011,21,Open Label,NA,2008-12-01,lead,Heidelberg Mannheim,,large
NCT00887276,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-172,619,619,NA,yes,Terminated,yes,Phase 4,Other,Drug,2011-01-01,2011-01-01,NA,2011,290,Double Blind,Randomized,2008-11-01,lead,Hannover Ulm,Berlin Bochum Lübeck,large
