number_new,number,drksId,pruefer,cities_lead,cities_lead_corrected,manual_validation_cities_lead,Publication identified in which step,publication_DOI,publication_URL,article_yes_no,publication_date,unsure_about_publ_yes_no,reason,other_comments,title,firstDrksPublishDate,startDate,startDate_plannedActual,studyEnd,intervention.category0,intervention.value0,intervention.category1,intervention.value1,intervention.category2,intervention.value2,address.type0,address.affiliation0,address.firstname0,address.lastname0,address.type1,address.affiliation1,address.firstname1,address.lastname1,targetSize,recruitmentStatus,investorInitiated,monoMultiCentric,publication.category0,publication.type0,publication.value0,publication.category1,publication.type1,publication.value1,publication.category2,publication.type2,publication.value2,publication.category3,publication.type3,publication.value3,publication.category4,publication.type4,publication.value4
218,23,DRKS00010553,HK,Bonn,Bonn,Bonn,1,10.1016/j.jcms.2016.12.018,https://www.sciencedirect.com/science/article/abs/pii/S1010518216303407,yes,21.12.2016,no,,,comparison of piezosurgery and conventional instruments in cranioplasty,2016-06-08,2014/07/24,Actual,2016/05/22,Arm 1,osteotomy with standard instruments (rotary instruments [Hilan] and microsaw,Arm 2,osteotomy with piezosurgery device<br/>,,,Primary Sponsor,Kinderneurochirurgie Asklepios Kinderklinik,Martina,Messing-Jünger,Contact for Scientific Queries,"Klinik und Poliklinik für Mund-, Kiefer- und Plastische Gesichtschirurgie, Universitätsklinikum Bonn",Markus,Martini,34,"Recruiting complete, follow-up complete",yes,Monocenter trial,Abstract,www.jcmfs.com/article/S1010-5182(16)30340-7/abstract,Comparison between piezosurgery and conventional osteotomy in cranioplasty with fronto-orbital advancement,,,,,,,,,,,,
308,24,DRKS00011089,HK,Bonn,Bonn,Bonn,2,10.1186/s12967-019-1801-y,https://link.springer.com/article/10.1186/s12967-019-1801-y#article-info,yes,22.02.2019,no,,,"Prospective Analysis and Evaluation of freuquency and intensity of migraine, sleeping, Depression and Oxytocin and CGRP-Levels in patients with refractary migraine under noninvasive VNS stimulation",2016-09-21,2016/09/23,Actual,2016/11/18,Arm 1,"ARM 1: This is a prospective pilotstudy of 14 patients to investigate the effectiveness of non-invaisve VNS-therapy (25Hz mit 5000Hz Burst) for patients suffering from refractory migraine with Special respect to oxytocin and CGRP. The clinical assessements and laboratory measurement include the following: headache score, BDI, PSQI, HIT6, MIDAS, oxytocin and CGRP. The follow up Analysis will be performed after 8 weeks of therapy. 2 x daily Stimulation for 120 sec. each, continously up to 8 weeks.<br/><br/> ",Arm 2,healthy controls<br/>The Oxytocin Level of healthy volunteers will be compared with the Oxytocin baseline and after 8 weeks,,,Primary Sponsor,"Funktionelle Neurochirurgie, Stereotaxie und Neuromodulation, Klinik für Neurochirurgie, Universitätsklinikum Bonn",Thomas,Kinfe,Contact for Scientific Queries,"Funktionelle Neurochirurgie, Stereotaxie und Neuromodulation, Klinik für Neurochirurgie, Universitätsklinikum Bonn",Thomas,Kinfe,28,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
457,25,DRKS00011118,HK,Bonn,none,LVR Klinik Bonn,9,,,,,,,,Bonn Appoinmtment And Reminder Triall ,2016-10-10,2017/03/08,Actual,2017/11/08,Arm 1,"Due to study design  a reminder SMS with a standardized text will be send. Otherwise there are no deviations from the routine, as provided for in the treatment of outpatients.<br/><br/>The investigation is to take place in the outpatient clinic for addictions and psychotherapy (outpatient clinic) of the same section of the LVR Clinic Bonn.<br/><br/>Each appointment is treated as a case and iwill be individually randomized (reminder SMS yes / no). Neither the therapist nor the patient know in advance whether a reminder of the appointment takes place.<br/><br/> The reminder will be send by a short message (SMS) to a cell phone of the patient. The reminder is send 1 -  6 days before appointment.<br/><br/> A not  involved employee will send the reminder SMS. <br/><br/>The schedule  and administration of the clinic is Outlook based. Participating patients are pre-selected.<br/><br/>Standard text:<br/><br/>""We would like to remind you of your appointment on aa.bb.cccc in the LVR outpatient clinic. If the appointment can not perceive or You have any questions, please call  0228 5512800.""<br/><br/>For patients from foreign countries, especially Turkish and Russian-born people, the message will be sent bilingually.<br/><br/>The specified number is a port of the ambulance Secretariat.",Arm 2,study participants who have not received a reminder SMS,,,Primary Sponsor,LVR Klinik BonnAbteilung für Abhängigkeitserkrankungen und Psychotherapie,Markus,Banger,Contact for Scientific Queries,LVR Klinik BonnAbteilung für Abhängigkeitserkrankungen und PsychotherapieInstitutsambulanz,Ralph,Jahn,5200,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
309,26,DRKS00012409,HK,Bonn,Bonn,Bonn,2,10.3390/nu11102294,https://www.mdpi.com/2072-6643/11/10/2294,yes,26.09.2019,no,,,Acute effects of moderate walking on postprandial events after consuming different high-energy meals in elderly men and women with a risk phenotype for cardiovascular disease,2017-05-03,2017/06/06,Actual,2017/07/30,Arm 1,Meal 1 (rich in fat and saturated fatty acids; consumption in the morning) + physical activity intervention 1 (moderate walking program outside for 30 minutes; postprandially); 14 days wash-out period between each intervention day,Arm 2,Meal 1 (rich in fat and saturated fatty acids; consumption in the morning) + physical activity intervention 2 (resting phase in a lying position for 30 minutes; postprandially); 14 days wash-out period between each intervention day,Arm 3,"Meal 2 (rich in monounsaturated fatty acids, dietary fiber and antioxidants; consumption in the morning) + physical activity intervention 1 (moderate walking program outside for 30 minutes; postprandially); 14 days wash-out period between each intervention day",Primary Sponsor,Universität Bonn IEL Ernährungsphysiologie,Sarah,Egert,Contact for Scientific Queries,Universität Bonn IEL Ernährungsphysiologie,Sarah,Egert,26,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
310,27,DRKS00013340,HK,Bonn,Bonn,Bonn,2,10.1007/s00384-018-3204-6 ,https://pubmed.ncbi.nlm.nih.gov/30519842/,yes,05.12.2018,no,,,Effect of a transcutaneous vagusnerve Stimulation of the ear on the muscle activity in the gastrointestinal tract as a potential therapeutic target to prevent postoperative Ileus (transVaGa),2017-11-28,2016/03/01,Actual,2016/10/24,Arm 1,"Patients were screened and included 21 days to at least 24h prior surgery. Included patient were anaesthetized via total intravenous anaethesia. After laparotomy, needle electrodes were placed pairwise parallel with a distance of apporx. 2cm into exposed ares of the stomach (depending on the operation required) without penetrating the stomach wall. Wires were connected to the external stimulator. Neutral electrode was placed subdermal at the scapula. EMG of accessible areas of the stomach (fundus, corpus and pylorus) was performed for 5 minutes as a control. Next, EMG was carried out during stimulation on the ear with 10 mA, 25 Hz and 250 µs. During EMG, there was no other manipulation of the situs. Again, HF and BP was monitored to control any  heamodynamic instability. Than electrodes were removed and surgery was continued as planned before. One and three hours after tVNS, blood samples were gathered to measure gastrin. Follow ups were performed postoperative by clinical examination daily to day 3 ",,,,,Primary Sponsor,"Klinik und Poliklinik für Allgemein-, Viszeral-, Thorax- und GefäßchirurgieUniversitätsklinikum Bonn",J.C.,Kalff,Contact for Scientific Queries,"Klinik für Allgemein-, Viszeral-, Thorax- und Gefäßchirurgie",Gun-Soo,Hong,15,"Recruiting complete, follow-up complete",yes,Monocenter trial,Approval of ethics comm. (mandatory for transfer to Studybox),150717_transVaGa_positives Votum Ersteinreichung EK.pdf,Positives Ethik-Votum,trial protocol (mandatory for transfer to Studybox),Prüfplan_transVaGa.pdf,Prüfplan,,,,,,,,,
389,28,DRKS00003246,EN,Charite,Charite,Charite,3,10.1007/s00417-020-04618-7,https://pubmed.ncbi.nlm.nih.gov/32112140/,yes,28.02.2020,no,,,Investigation of Radiation Retinopathy (Radi-Ret Study)<br/>Subtitle: Influence of Lucentis® on radiation retinopathy after irradiation of choroidal melanoma,2013-05-31,2013/10/23,Actual,2016/12/02,Arm 1,"Three initial monthly Lucentis intravitreal injections (0.5 ml, 10 mg/ml Ranibizumab aqueous solution). Subsequently three more monthly injections if visual acuity drops by > 5 letters from best observed on treatment (including baseline) value.",Arm 2,Laser treatment using an Argon Green Laser to the macula and periphery in areas. Additional treatment at intervals of not less than 3 months if visual acuity drops by > 5 letters from best observed on treatment (including baseline) value.,,,Primary Sponsor,Charité Campus Benjamin Franklin,[---]*,[---]*,Contact for Scientific Queries,Charité University Medicine Berlin<br/>Department of Ophthalmology<br/>,Antonia,Joussen,60,Recruiting stopped after recruiting started ,yes,Multicenter trial,,,,,,,,,,,,,,,
158,29,DRKS00003568,EN,Charite,Charite,Charite,1,10.3238/arztebl.2016.0525,https://pubmed.ncbi.nlm.nih.gov/27581505/,yes,08.08.2016,no,,,Effectiveness of a trans-sectoral gender-specific intervention to improve health behavior in rehabilitants with coronary heart disease.,2012-02-22,2011/11/30,Actual,2014/12/31,Arm 1,Intervention 1. Goal setting at the end of rehabilitation.,Arm 2,"Intervention 2. Goal setting at the end of rehabilitation, in addition control-intervention three month after rehabilitaiton.",Arm 3,Control. Usual care.,Primary Sponsor,"Charité - Universitätsmedizin Berlin, Lehrstuhl für Versorgungssystemforschung",Karla,Spyra,Contact for Scientific Queries,"Charité - Universitätsmedizin Berlin, Lehrstuhl für Versorgungssystemforschung",Sabine,Stamm-Balderjahn,560,"Recruiting complete, follow-up complete",yes,Multicenter trial,Paper,CARO_PRE_II_Posterpräsention.pptx.pdf,"Michel, A., Stamm-Balderjahn, S.: Welche Ziele setzen sich kardiologische RehabilitandInnen am Ende der Rehabilitation und lassen sich diese auch umsetzen? Erste Ergebnisse der CARO-PRE-II-Studie. DRV-Schriften, 2012, Bd. 98, S. 402-403.",Paper,[---]*,"Stamm-Balderjahn, S., Michel, A., Spyra, K.: Verändern Zielvereinbarungen das Gesundheitsverhalten von kardiologischen Patienten in der Phase-III-Rehabilitation? Ergebnisse der CARO-PRE-II-Studie. DRV-Schriften 2015, 107: 259-260.",Paper,http://www.aerzteblatt.de/int/archive/article?id=181135,"Stamm-Balderjahn S, Brünger M, Michel A, Bongarth C, Spyra K: The efficacy of goal setting in cardiac rehabilitation - a gender-specific randomized controlled trial. Dtsch Arztebl Int 2016; 113:525-31.",,,,,,
279,30,DRKS00004871,EN,Charite,Charite,Charite,2,10.3238/arztebl.2018.0785,https://pubmed.ncbi.nlm.nih.gov/30636672/,yes,23.11.2018,no,,,Effectiveness of leech therapy in treatment of chronic low back pain - a randomised controlled clinical study,2013-04-26,2013/05/02,Actual,2015/12/14,Arm 1,"Leeches (Hirudo verbana), single topical application of 4 to 7 animals, paravertebral L1-S3<br/>(leeching time interindividual variations from ca. 45 up to 90 min until leeches release by themselves)<br/>",Arm 2,"Back exercise, meaning 1 time a week 1h of mixed workout an aerobic nordic walking",,,Primary Sponsor,Charité-Universitätsmedizin Berlin,[---]*,[---]*,Contact for Scientific Queries,Hochschulambulanz für Naturheilkunde<br/>Charité-Universitätsmedizin Berlin,Andreas,Michalsen,44,"Recruiting complete, follow-up complete",yes,Multicenter trial,,,,,,,,,,,,,,,
42,31,DRKS00005219,EN,Charite,Charite,Charite,0,,,,,,,,"Effects of modafinil, caffeine and methylphenidate on functional brain activity and cognitive performance in healthy volunteers: a randomized, placebo-controlled, double-blind fMRI study.",2014-02-17,2013/08/09,Actual,2014/03/31,Arm 1,Each study participant will receive once a placebo and once methylphenidate or modafinil or caffeine. <br/>Arm 1: Coffein 200mg given once as a pill (Coffeinum®),Arm 2,Methylphenidate 20 mg given once as a pill (Methylphenidat Hexal®),Arm 3,Modafinil 200 mg (Vigil®) given once as a pill,Primary Sponsor,Charité Campus Charité Mitte,[---]*,[---]*,Contact for Scientific Queries,"Klinik und Hochschulambulanz für Psychiatrie und Psychotherapie, Charitè-Universitätsmedizin, CBF",Dimitris,Repantis,48,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
390,32,DRKS00007117,EN,Charite,Charite,Charite,3,10.3109/14767058.2014.991917,https://pubmed.ncbi.nlm.nih.gov/25572878/,yes,09.01.2015,no,,,The Charité Cesarean Birth - A Family and Partner Orientated Approach of Cesarean Section&#147;,2014-11-05,2014/01/01,Actual,2014/10/01,Arm 1,"Group “Charité Cesarean Birth” and can be described as follows:<br/>Phase 1: First, routine epidural anaesthesia is performed and sterile preparation is carried out. Then the surgery starts with the surgical drape screen up. The Misgav-Ladach technique is used to open the abdomen. The Operation Theatre is warmed and the lights are dimmed, also the staff is pleased to stay relatively quiet during the operation.<br/>Phase 2:  Shortly before the uterine incision patients are again asked if they are in agreement to continue with the procedure. After the uterotomy, the surgeon lifts the head of the baby out of the uterus. Then the surgical drape is lowered. It is also possible to lower the screen before the lifting out of the head. This procedure will only be performed if no complications occurred during the operation and this remains an individual decision by the surgeon. In the event of unexpected complications like heavy bleeding or problems with the lift out of the babies head the surgical drape will not be lowered. During the antenatal counselling patients were informed in detail about the steps of the procedure.<br/>The principle is then to slowly “walk” the baby out. This step should be visible for the parents. It is also possible for the patient try to “actively push”. In contrast to the classical rapid removal of the newborn, this technique allows pressure from the uterus and other tissues to expel lung liquid. There is no need to actively take out the baby. The trunk of the newborn compresses the uterotomy. Hence a view into the opened abdomen for the mother and father or partner is not possible. Afterwards, the umbilical cord is clamped. Now the father or partner receives a pair of sterile scissors from the surgeon and then cuts the umbilical cord. The newborn is then examined by the surgeon and not by the midwife or neonatologist for fetal well being. If this is adequate, the newborn will be directly taken onto the naked skin of the mother’s breast. The baby is covered by a warm towel and is constantly observed by the midwife. The child will be monitored according the Apgar score. Phase 3: After giving the baby to the mother the uterus in manually checked for residual tissues. Then routine closure of uterus and abdominal wall.",Arm 2,Conventional CS. Technique according to the Misgav-Ladach CS. <br/>After lift out of the baby and cutting the umbilical cord by the surgeon it is taken to the neonatologist for primary examination. When the operation has ended the baby will be given to the parents.,,,Primary Sponsor,Klinik für Geburtsmedizin der Charité,Robert,Armbrust,Contact for Scientific Queries,Klinik für Geburtsmedizin der Charité,Robert,Armbrust,200,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
