nct_id;cities_lead;brief_title;official_title;study_first_submitted_date;start_date;start_date_type;completion_date;completion_date_type;PI_name;PI_affiliation;interventions;overall_status;phase;enrollment;enrollment_type;were_results_reported
NCT03085251;Ulm;Clinical System Accuracy Evaluation With OneTouch® Verio Flex Blood Glucose Monitoring System (BGMS);Clinical System Accuracy Evaluation With OneTouch® Verio Flex Blood Glucose Monitoring System (BGMS);2017-03-15;2017-03-16;Actual;2017-06-01;Actual;;;Blood glucose monitoring systems for self-testing (BGMS);Completed;N/A;109;Actual;FALSE
NCT03081975;Jena;Comparison of ADR Using NBI Versus HD White Light Colonoscopy in Screening and Surveillance Colonoscopies;Comparison of Adenoma Detection Rate Using Narrow Band Imaging Versus HD White Light Colonoscopy in Screening and Surveillance Colonoscopies;2017-03-04;2015-01-31;;2017-12-31;Actual;Carsten Schmidt, MD;University Clinic Jena;HD white light or NBI;Completed;N/A;500;Actual;FALSE
NCT03079518;Aachen;Intravenous Iron in paTients With Heart failURe and Reduced Ejection fracTion (HFREF) pLus Iron dEficiency;Intravenous Iron in paTients With Heart failURe and Reduced Ejection fracTion (HFREF) pLus Iron dEficiency: Effects Upon Phosphate and FGF23 Metabolism;2017-03-03;2017-03-10;Actual;2017-10-25;Actual;;;Ferric Carboxymaltose | blood withdrawal;Completed;Phase 2;23;Actual;FALSE
NCT03071796;Halle;Influences of Multivitamin Supplementation on Health Parameters;Influence of Liquid Multivitamin Supplementation on Life Quality, Mood, Perception of Stress and Health-related Vital and Blood Parameters and the Immune System;2017-02-21;2017-03-07;Actual;2017-06-20;Actual;Kuno Hottenrott, Prof. Dr.;University of Halle-Wittenberg, Department of Sports;multivitamin supplement | Placebo;Completed;N/A;80;Actual;FALSE
NCT03070821;Aachen;Therapy of Alzheimer's Disease With Neurofeedback;Neurofeedback and Follow-up With Real-time fMRI to Investigate Cognitive Function in Patients of Mild Cognitive Impairment (MCI) or Alzheimer's Disease (AD);2017-02-23;2013-01-30;Actual;2016-06-30;Actual;Kathrin Reetz, Prof. Dr.;University Hospital, Aachen;rtfMRI neurofeedback training | 3T MRI;Completed;N/A;30;Actual;FALSE
NCT03046940;Marburg;The Influence of Doctor-patient Communication on Patients' Willingness to Take Medication;The Influence of Doctor-patient Communication on Patients' Willingness to Take Medication;2017-01-30;2017-03-15;Actual;2017-06-08;Actual;Winfried Rief, PhD, Prof;Philipps University Marburg Medical Center;Doctor-centered style of communication | Patient-centered style of communication;Completed;N/A;120;Actual;FALSE
NCT03042429;Köln;Combination Chemotherapy Followed by Stem Cell Transplant in High-risk Neuroblastoma Patients;Combination Chemotherapy Followed by Stem Cell Transplant and Isotretinoin in Treating Young Patients With High-risk Neuroblastoma;2017-02-01;2007-01-01;Actual;2016-12-31;Actual;Frank Berthold, Prof.;University of Cologne;Cycles N8, N5 and N6 | Cycles N5 and N6;Completed;Phase 3;360;Actual;FALSE
NCT03039387;Tübingen;Effects of tDCS on Cognitive Control and Emotion Regulation in Depressed Patients;The Effect of Transcranial Direct Current Stimulation (tDCS) on Cognitive Control and Emotion Regulation in Depressed Patients;2016-10-28;2016-09-30;;2017-04-30;Anticipated;;;anodal transcranial direct current stimulation | transcranial direct current stimulation (sham);Unknown status;N/A;44;Anticipated;FALSE
NCT03035968;Frankfurt;Vojta Therapy in Early Stroke Rehabilitation;Improvement of Postural Control and Motor Function by Vojta Therapy in Early Stroke Rehabilitation of Stroke Patients - a Pilot Study and New Approach in Stroke Rehabilitation;2017-01-24;2015-12-02;Actual;2017-07-04;Actual;;;Vojta therapy | conventional physiotherapy;Completed;N/A;40;Actual;FALSE
NCT03033849;Ulm;User Performance Evaluation of Contour® Next One, Accu-Chek® Aviva Connect, FreeStyle Freedom Lite, OneTouch® Verio and GlucoMen® Areo Blood Glucose Monitoring Systems Following ISO 15197:2013;User Performance Evaluation of Contour® Next One, Accu-Chek® Aviva Connect, FreeStyle Freedom Lite, OneTouch® Verio and GlucoMen® Areo Blood Glucose Monitoring Systems Following ISO 15197:2013;2017-01-16;2017-01-31;;2017-03-31;Actual;;;Blood glucose monitoring system for self-testing Contour® Next One | Blood glucose monitoring system for self-testing Accu-Chek® Aviva Connect | Blood glucose monitoring system for self-testing FreeStyle Freedom Lite | Blood glucose monitoring system for self-testing OneTouch® Verio | Blood glucose monitoring system for self-testing GlucoMen® areo;Completed;N/A;189;Actual;FALSE
NCT03031002;Bochum;Extinction Generalization in Exposure Therapy;Extinction Generalization in Exposure Therapy for Spider Phobia;2017-01-14;2015-02-28;;2016-07-31;Actual;Armin Zlomuzica, Dr.;Ruhr University of Bochum;Exposure treatment for spider fear;Completed;N/A;77;Actual;FALSE
NCT03022695;Tübingen;Treatment of Breast Fibroadenoma With High Intensity Focused Ultrasound (HIFU);Treatment of Breast Fibroadenoma With High Intensity Focused Ultrasound (HIFU);2015-07-01;2013-10-31;;2015-12-31;Actual;;;High Intensity Focused Ultrasound;Completed;N/A;27;Actual;FALSE
NCT03019718;Mainz;Implementation of the Internet-based Aftercare Program 'GSA-Online Plus';Implementation of the Online Aftercare Intervention 'GSA-Online Plus' (Healthy and Without Stress at the Workplace);2017-01-06;2016-07-31;Actual;2017-10-31;Actual;Manfred E. Beutel, Prof. Dr.;University Medical Center, Department of Psychosomatic Medicine and Psychotherapy, Johannes Gutenberg University Mainz;GSA-Online plus;Completed;N/A;88;Actual;FALSE
NCT03011970;Bonn;Temporal Dynamics and Pharmacokinetics of Intranasally Administered Oxytocin;;2016-12-12;2014-09-30;;2016-02-29;Actual;;;Oxytocin | Placebo;Completed;Phase 1;116;Actual;FALSE
NCT03013322;Heidelberg;Anticholium® Per Se;Anticholium® Per Se a Randomized, Double-blind, Placebo-controlled, Monocentric Trial on the Adjunctive Use of Physostigmine Salicylate (Anticholium®) in Perioperative Sepsis and Septic Shock;2017-01-01;2015-01-28;Actual;2017-02-18;Actual;Johannes B Zimmermann, MD, MSc;University Hospital Heidelberg;Physostigmine | Isotonic Saline;Completed;N/A;20;Actual;FALSE
NCT03012750;Erlangen;Angiosome Perfusion After Tibial Bypass;;2017-01-03;2015-02-28;;2016-10-31;Actual;;;Indocyanine Green;Completed;Phase 2;40;Actual;FALSE
NCT03011463;Greifswald;Pharmacokinetic Interaction Between Trospium With an Inhibitor of OCT1 and of P-gp in Subjects Genotyped for OCT1;Pharmacokinetic Interaction Between Trospium Chloride After Intravenous (2 mg) and Oral Administration (30 mg) With Ranitidine (300 mg p.o.) as an Inhibitor of OCT1 and With Clarithromycin (500 mg p.o.) as an Inhibitor of P-glycoprotein in 24 Healthy Subjects Genotyped for OCT1;2017-01-02;2016-11-30;Actual;2017-03-31;Actual;;;intravenous infusion of 2 mg trospium chloride | oral administration of 30 mg trospium chloride | oral administration of 300 mg ranitidine | oral administration of 500 mg clarithromycin;Completed;Phase 1;24;Actual;FALSE
NCT03000361;Düsseldorf;Motorized Spiral Colonoscopy Trial: A First Feasibility Trial;Motorized Spiral Colonoscopy Trial (MSCT): A First Feasibility Trial;2016-12-15;2016-12-31;;2017-02-01;Actual;Horst Neuhaus, MD, PhD;Evangelisches Krankenhaus Duesseldorf, Germany;Motorized Spiral Colonoscopy;Completed;N/A;30;Actual;FALSE
NCT02997137;Bonn Köln;Impact of an Amino Acid Composition With Micronutrients on Wellbeing of Patients With Chronic Exhaustion Conditions;Impact of a Specific Amino Acid Composition With Micronutrients on Wellbeing and Endocrine-cardiometabolic Situation of Patients With Chronic Exhaustion Conditions, Such as Burnout;2016-12-15;2014-10-31;;2016-02-29;Actual;Christine Metzner, Professor MD;Bonn Education Association for Dietetics r.A., Cologne, Germany;BOT-01 | Placebo;Completed;Phase 3;74;Actual;FALSE
NCT02993510;Regensburg;A Randomized Controlled Trial Comparing Chondro-Gide® to Microfracture Alone for Treatment of Knee Cartilage Defects.;Randomised Multi-Center Study: Microfracturing With Chondro-Gide® for the Treatment of Isolated Cartilage Defects in the Knee Project-Nr.: 10830-003;2016-12-02;2003-12-31;;2016-07-31;Actual;Sven Anders, MD;University of Regensburg;Microfracture | Chondro-Gide sutured | Chondro-Gide glued;Completed;Phase 3;67;Actual;FALSE
NCT02992236;Erlangen;Effects of the NO-synthase Inhibitor VAS203 on Renal Function in Healthy Volunteers;Effects of the NO-synthase Inhibitor VAS203 on Renal Function in Healthy Volunteers;2016-12-07;2015-08-31;;2016-11-30;Actual;Roland E Schmieder, Prof. Dr.;Universitätsklinik Erlangen;VAS203 | Saline;Completed;Phase 1;16;Actual;TRUE
NCT02990208;Regensburg;Diaphragmatic Breathing During Virtual Reality Exposure Therapy for Aviophobia;Diaphragmatic Breathing During Virtual Reality Exposure Therapy for Aviophobia: Functional Coping Strategy or Avoidance Behavior? A Pilot Study;2016-12-05;2014-01-31;;2015-10-31;Actual;;;Diaphragmatic breathing | Virtual Reality Exposure Therapy;Completed;N/A;30;Actual;FALSE
NCT02990039;Greifswald;A Tailored Feasibility Study to Increase Physical Activity and to Reduce Sedentary Time;A Tailored Feasibility Study to Increase Physical Activity and to Reduce Sedentary Time;2016-11-15;2015-02-28;;2016-09-30;Actual;Sabina Ulbricht, Dr.;Institute of Social Medicine and Prevention, University Medicine Greifswald, Greifswald, Germany;Counseling letter;Completed;N/A;176;Actual;FALSE
NCT02976532;Heidelberg;Controlling Femoral Derotation Osteotomy With Electromagnetic Tracking;Controlling Femoral Derotation Osteotomy With Electromagnetic Tracking - an in Vivo Study;2016-11-15;2013-07-31;;2017-10-31;Anticipated;;;Electromagnetic tracking unit in femoral derotation surgery;Unknown status;N/A;20;Anticipated;FALSE
NCT02975154;Munich;Microcurrent Therapy in the Treatment of Osteoarthritis of the Knee;Microcurrent Therapy in the Treatment of Osteoarthritis of the Knee: a Randomized, Controlled Pilot Study;2016-11-21;2016-12-05;Actual;2017-09-04;Actual;Martin B Weigl;Department of Orthopedics, Physical Medicine and Rehabilitation, University Hospital Munich, Ludwig Maximilians University Munich;Microcurrent therapy;Completed;N/A;56;Actual;FALSE
NCT02973919;Regensburg;EMDR in Spider Phobia: Work Mechanisms and Treatment Outcome;EMDR in Spider Phobia: Work Mechanisms and Treatment Outcome;2016-11-14;2015-07-31;;2016-09-30;Actual;;;Eye Movement Desensitization and Reprocessing Therapy | Virtual Reality Exposure Therapy;Completed;N/A;53;Actual;FALSE
NCT02971787;Charite;Salt Intake and Lactobacillus Abundance;Influence of Increased Salt Intake on Lactobacillus Abundance in Healthy Men;2016-11-18;2016-11-30;;2017-06-30;Actual;Anja Maehler, PhD;Charite University, Berlin, Germany;Probiotics | Salt;Completed;N/A;8;Actual;FALSE
NCT02970838;Greifswald;Therapy of Obesity and Diabetes Mellitus Type 2;Evaluation of a Structured Weight-loss Program for Therapy of Obesity and Diabetes Mellitus Type 2;2016-11-01;2012-11-30;;2014-05-31;Actual;Markus M Lerch, MD;Department of Medicine A, University Medicine Greifswald;Structured weight-loss program;Completed;N/A;36;Actual;FALSE
NCT02965534;Jena;Evaluation of a Night Spectacle Correction Concerning an Improvement of Mesopic Vision Quality;Evaluation of a Night Spectacle Correction Concerning an Improvement of Mesopic Vision Quality;2016-11-14;2015-10-31;;2016-03-31;Actual;Stephan Degle, Prof.;University of Applied Sciences Jena;Spectacle/Glasses;Completed;N/A;100;Actual;TRUE
NCT02964520;Tübingen;EEG Alpha/Theta Neurofeedback to Reduce Trait Anxiety;Alpha/Theta Neurofeedback Training as Treatment Method for Individuals With Moderate to Severe Trait Anxiety;2016-11-03;2015-07-31;;2017-01-31;Actual;"Ute Strehl, Ph.D.; Dipl.-Psych.";University of Tuebingen, Institute for Medical Psychology and Behavioural Neurobiology, Germany;Neurofeedback training | Sham comparator: Sham neurofeedback training;Completed;N/A;28;Actual;FALSE
NCT02963298;Charite;CRRT for Glutamate Elimination After Cardiac Arrest;Pilot Trial Concerning Glutamate Elimination With CRRT for Neurological Outcome After Cardiac Arrest;2016-10-11;2016-10-31;;2017-09-06;Actual;Christian Storm, MD;Charite University, Berlin, Germany;Continuous renal replacement therapy;Completed;N/A;42;Actual;FALSE
NCT02962518;Ulm;Pressure Device in the Treatment of Ear Keloids;PRESSURE: Prospektive, Randomisierte Und Kontrollierte Untersuchung Von Lokaler Druckapplikation im Rahmen Der Keloid-Therapie Der Ohrmuschel;2016-11-04;2014-07-31;;2016-10-31;Actual;Thomas K Hoffmann, Prof. Dr.;Department of Otorhinolaryngology, Head and Neck Surgery, University Medical Center Ulm, Germany;Pressure Device | Fillet Technique | Triamcinolone;Completed;N/A;18;Actual;FALSE
NCT02957838;Heidelberg;Mitochondrial Effects of C18:0 Supplementation in Humans;Mitochondrial Effects of C18:0 Supplementation in Type 2 Diabetics Versus Healthy Controls;2016-10-24;2016-11-30;;2017-11-18;Actual;Peter P Nawroth, MD;University Hospital Heidelberg;C18:0 | mock;Completed;N/A;23;Actual;FALSE
NCT02951000;Tübingen;Platysma Trial - Platysma Suturing Versus no Sutures for Wound Closure After Primary Thyroid Surgery;Platysma Trial - a Randomized Controlled Trial of Platysma Suturing Versus no Sutures for Wound Closure After Primary Thyroid Surgery;2016-10-28;2016-02-29;Actual;2017-06-30;Actual;;;platysma suture | no platysma suture;Completed;N/A;80;Actual;FALSE
NCT02948907;Heidelberg;Elastography and Tissue Harmonic Imaging for Characterisation of Hilar and Mediastinal Lymph Nodes;Endobronchial Ultrasound Elastography and Tissue Harmonic Imaging for Characterisation of Hilar and Mediastinal Lymph Nodes;2016-09-19;2015-09-30;;2017-05-31;Anticipated;Felix Herth, MD;Thoraxklinik at University of Heidelberg;Procedure/Bronchoscopy;Unknown status;N/A;100;Anticipated;FALSE
NCT02947542;Charite;Use of Different Diagnostic Coronary Catheters Over the Radial Access - the UDDC - Radial Trial;Use of Different Diagnostic Coronary Catheters Over the Radial Access - the UDDC - Radial Trial;2016-10-18;2016-04-30;;2016-12-31;Actual;David M Leistner, PD;Department of Cardiology, Campus Benjamin Franklin, Charité - Universitätsmedizin Berlin;One-catheter concept | Standard catheter;Completed;N/A;300;Actual;FALSE
NCT02941432;Schleswig-Holstein;Black Tea Compresses for Facial Eczema and Perioral Dermatitis;Pilot Study of Effects and Tolerance of Black Tea Compress Treatment in Facial Eczema and Perioral Dermatitis;2016-10-16;2016-09-01;;2017-09-01;Actual;Iakov Shimanovich, MD;University of Lübeck;Black tea compress treatment;Completed;N/A;26;Actual;FALSE
NCT02938221;Munich;Telemedical Examination of a Three-Component Oculomotor Testing Battery;Feasibility and Safety of a Telemedically Performed Three-Component Oculomotor Testing Battery (HINTS) in Healthy Adults;2016-10-14;2016-10-31;;2016-12-31;Actual;Gordian J Hubert, Dr. med.;Städtisches Klinikum München GmbH;Telemedical video-oculography system;Completed;N/A;30;Actual;FALSE
NCT02930590;Charite;Effects of Different Support Surfaces on the Properties Skin After Loading;Comparing the Effects of Three Different Support Surfaces on the Properties of Heel and Sacral Skin After Loading;2016-09-26;2016-09-30;Actual;2017-03-31;Actual;Jan Kottner, PD Dr.;Charite University, Berlin, Germany;Alternating low pressure mattress with air loss function | Gel mattress | Basic foam;Completed;N/A;15;Actual;TRUE
NCT02930525;Freiburg;Effect of High Flow Nasal Cannula vs. Standard Care on Respiratory Stability in Pediatric Procedural Sedation;Effect of High Flow Nasal Cannula vs. Standard Care on Respiratory Stability in Pediatric Procedural Sedation: A Randomized Controlled Pilot Trial;2016-10-09;2016-09-30;Actual;2017-12-19;Actual;Daniel Klotz, M.D.;Center for Pediatrics, Dep. of Pediatric Intensive Care, Medical Center - University of Freiburg, Freiburg, Germany;High Flow nasal cannula | Standard respiratory care;Completed;N/A;50;Actual;FALSE
NCT02920840;Tübingen;Brain-oscillation Synchronised Stimulation of the Prefrontal Cortex;Brain-oscillation Synchronised Stimulation of the Prefrontal Cortex: Development and Validation of a Personalized Closed-loop TMS Protocol for the Treatment of Major Depression;2016-09-26;2016-09-30;;2017-04-30;Anticipated;Brigitte Zrenner, MD;University Neurology Hospital Tübingen;Intermittent theta-burst stimulation | Negative-peak-triggered-TMS | Open-loop replay TMS;Unknown status;N/A;18;Anticipated;FALSE
NCT02919527;Frankfurt;Acute Effects of Foam Rolling on Viscoelastic Tissue Properties and Fascial Sliding;Acute Effects of Foam Rolling on Viscoelastic Tissue Properties and Fascial Sliding: A Randomized, Controlled Crossover Trial;2016-09-27;2016-09-30;;2017-06-30;Actual;;;Self-Myofascial-Release | Stretching;Completed;N/A;16;Actual;FALSE
NCT02916576;Ulm;"User Performance Evaluation of Contour® Plus One, Accu-Chek® Performa Connect, FreeStyle Optium Neo and OneTouch® Select Plus Blood Glucose Monitoring Systems Following ISO 15197:2013; EN ISO 15197:2015";"User Performance Evaluation of Contour® Plus One, Accu-Chek® Performa Connect, FreeStyle Optium Neo and OneTouch® Select Plus Blood Glucose Monitoring Systems Following ISO 15197:2013; EN ISO 15197:2015";2016-09-06;2016-09-30;;2017-02-28;Actual;;;Blood-Glucose Monitoring Systems for self-testing;Completed;N/A;140;Anticipated;FALSE
