nct_id;nlm_download_date_description;study_first_submitted_date;results_first_submitted_date;disposition_first_submitted_date;last_update_submitted_date;study_first_submitted_qc_date;study_first_posted_date;study_first_posted_date_type;results_first_submitted_qc_date;results_first_posted_date;results_first_posted_date_type;disposition_first_submitted_qc_date;disposition_first_posted_date;disposition_first_posted_date_type;last_update_submitted_qc_date;last_update_posted_date;last_update_posted_date_type;start_month_year;start_date_type;start_date;verification_month_year;verification_date;completion_month_year;completion_date_type;completion_date;primary_completion_month_year;primary_completion_date_type;primary_completion_date;target_duration;study_type;acronym;baseline_population;brief_title;official_title;overall_status;last_known_status;phase;enrollment;enrollment_type;source;limitations_and_caveats;number_of_arms;number_of_groups;why_stopped;has_expanded_access;expanded_access_type_individual;expanded_access_type_intermediate;expanded_access_type_treatment;has_dmc;is_fda_regulated_drug;is_fda_regulated_device;is_unapproved_device;is_ppsd;is_us_export;biospec_retention;biospec_description;ipd_time_frame;ipd_access_criteria;ipd_url;plan_to_share_ipd;plan_to_share_ipd_description;created_at;updated_at;cities_lead;id.x;role;name;affiliation;intervention_names_comb;id.y;number_of_facilities;number_of_nsae_subjects;number_of_sae_subjects;registered_in_calendar_year;nlm_download_date;actual_duration;were_results_reported;months_to_report_results;has_us_facility;has_single_facility;minimum_age_num;maximum_age_num;minimum_age_unit;maximum_age_unit;number_of_primary_outcomes_to_measure;number_of_secondary_outcomes_to_measure;number_of_other_outcomes_to_measure
NCT03505775;ClinicalTrials.gov processed this data on May 29, 2020;2018-04-12;;;2018-04-12;2018-04-12;2018-04-23;Actual;;;;;;;2018-04-12;2018-04-23;Actual;February 14, 2017;Actual;2017-02-14;April 2018;2018-04-30;October 31, 2017;Actual;2017-10-31;October 31, 2017;Actual;2017-10-31;;Interventional;;;Evaluation of the Muscular and Cutaneous Sodium Storage by 23Na MRI in Patients With Chronic Adrenal Insufficiency;Evaluation of the Muscular and Cutaneous Sodium Storage by 23Na Magnetic Resonance Imaging in Patients With Chronic Adrenal Insufficiency Compared to Healthy Subjects;Completed;;N/A;32;Actual;Wuerzburg University Hospital;;1;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;;;2020-06-01T07:32:20Z;2020-06-01T07:32:20Z;Würzburg;3478453;Principal Investigator;Stefanie Hahner, MD, Prof.;University Hospital Wuerzburg, Dept. of medicine I, Germany;23Na magnetic resonance imaging;63515067;1;;;2018;2020-05-29;8;FALSE;;FALSE;TRUE;18;;Years;;2;;
NCT03485716;ClinicalTrials.gov processed this data on May 29, 2020;2018-03-19;;;2018-03-30;2018-03-30;2018-04-02;Actual;;;;;;;2018-03-30;2018-04-02;Actual;August 1, 2016;Actual;2016-08-01;March 2018;2018-03-31;December 31, 2017;Actual;2017-12-31;March 31, 2017;Actual;2017-03-31;;Interventional;;;Metabolic Dynamics During Physical Activity;Metabolic Dynamics During Physical Activity Under Normobaric Normoxia or Moderate Hypoxia - a Pilot Study;Completed;;N/A;34;Actual;Charite University, Berlin, Germany;;2;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;No;;2020-06-01T07:35:15Z;2020-06-01T07:35:15Z;Berlin;3479781;Principal Investigator;Michael Boschmann, Dr.;Charite University, Berlin, Germany;running on a treadmill under normoxia or hypoxia;63516596;1;;;2018;2020-05-29;8;FALSE;;FALSE;TRUE;18;55;Years;Years;1;;
NCT03467087;ClinicalTrials.gov processed this data on May 29, 2020;2018-02-27;;;2018-03-14;2018-03-14;2018-03-15;Actual;;;;;;;2018-03-14;2018-03-15;Actual;February 3, 2016;Actual;2016-02-03;March 2018;2018-03-31;March 16, 2017;Actual;2017-03-16;February 16, 2017;Actual;2017-02-16;;Interventional;;;Safety and Feasibility of Electrical Muscle Stimulation During Stem Cell Transplantation or Intensive Chemotherapy;Safety and Feasibility of Electrical Muscle Stimulation in Patients Undergoing Autologous and Allogeneic Stem Cell Transplantation or Chemotherapy Requiring Hospitalization;Completed;;N/A;45;Actual;University Hospital, Saarland;;1;;;FALSE;;;;FALSE;;FALSE;;;;;;;;;No;We do not plan to share individual participant data sets since we think there is no additional information to be gained from individual data sets in this very heterogenous group of patients;2020-06-01T07:38:29Z;2020-06-01T07:38:29Z;Homburg;3481036;Principal Investigator;Moritz Bewarder, M.D.;University Hospital, Saarland;Myopuls 2000D;63518004;;;;2018;2020-05-29;12;FALSE;;;FALSE;18;80;Years;Years;2;4;
NCT03425929;ClinicalTrials.gov processed this data on May 29, 2020;2018-01-28;;;2018-02-01;2018-02-01;2018-02-08;Actual;;;;;;;2018-02-01;2018-02-08;Actual;June 1, 2016;Actual;2016-06-01;February 2018;2018-02-28;March 18, 2017;Actual;2017-03-18;March 18, 2017;Actual;2017-03-18;;Interventional;;;Oxytocin, Trauma Disclosure and Intrusions;Effects of a Prolonged Oxytocin Treatment on Intrusions and Amygdala Reactivity in an Analogue Trauma Model;Completed;;Phase 1;70;Actual;University Hospital, Bonn;;3;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;No;;2020-06-01T07:44:47Z;2020-06-01T07:44:47Z;Bonn;3483706;Principal Investigator;René Hurlemann, MD, PhD;University of Bonn;Oxytocin | Placebo;63521133;1;;;2018;2020-05-29;9;FALSE;;FALSE;TRUE;18;40;Years;Years;6;6;
NCT03423576;ClinicalTrials.gov processed this data on May 29, 2020;2018-01-23;;;2018-02-15;2018-01-30;2018-02-06;Actual;;;;;;;2018-02-15;2018-02-19;Actual;August 1, 2011;Actual;2011-08-01;February 2018;2018-02-28;December 31, 2016;Actual;2016-12-31;February 28, 2016;Actual;2016-02-28;;Interventional;VEMSE-CF;;Effects of a Comprehensive Patient-centered Health Service in Cystic Fibrosis (VEMSE-CF);Effects of a Comprehensive Patient-centered Health Service With a Focus on Psychosocial Services for Patients With Rare Diseases Using Cystic Fibrosis as an Example (Evaluation Eines Ganzheitlichen Patientenzentrierten Versorgungsmodells für Patienten Mit Seltenen Erkrankungen Unter Besonderer Berücksichtigung Der Psychosozialen Versorgung am Beispiel Mukoviszidose);Completed;;N/A;318;Actual;Mukoviszidose Institut gGmbH;;2;;;FALSE;;;;;FALSE;FALSE;;;;;;;;;Undecided;;2020-06-01T07:45:05Z;2020-06-01T07:45:05Z;Ulm Würzburg;3483869;Principal Investigator;Lutz Goldbeck, Prof. Dr.;Ulm University Hospital;comprehensive patient-centered outpatient health service with multiple components;63521312;1;;;2018;2020-05-29;55;FALSE;;FALSE;TRUE;5;;Years;;1;6;6
NCT03404232;ClinicalTrials.gov processed this data on May 29, 2020;2018-01-05;;;2018-01-18;2018-01-18;2018-01-19;Actual;;;;;;;2018-01-18;2018-01-19;Actual;January 1, 2012;Actual;2012-01-01;January 2018;2018-01-31;December 31, 2017;Actual;2017-12-31;December 31, 2016;Actual;2016-12-31;;Interventional;;;Radiological and Clinical Efficacy of a Hybrid Spinal Implant (Topping Off): a Mono-center, Prospective Clinical Trial;The Use of the DTO Hybrid Dynamic Device: a Clinical Outcome- and Radiological-based Prospective Clinical Trial;Completed;;N/A;60;Actual;University Hospital, Aachen;;3;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;No;;2020-06-01T07:48:20Z;2020-06-01T07:48:20Z;Aachen;;;;;Dynesys DTO device (Zimmer Spine, Inc.);63522776;1;;;2018;2020-05-29;60;FALSE;;FALSE;TRUE;18;90;Years;Years;4;2;
NCT03402490;ClinicalTrials.gov processed this data on May 29, 2020;2017-12-22;;;2018-01-17;2018-01-17;2018-01-18;Actual;;;;;;;2018-01-17;2018-01-18;Actual;June 18, 2013;Actual;2013-06-18;January 2018;2018-01-31;December 8, 2015;Actual;2015-12-08;December 8, 2015;Actual;2015-12-08;;Interventional;Ex-DHFadd-on;;Enhancement of Physical Activity in Elderly Patients With Diastolic Heart Failure by a Motivational Intervention;Enhancement of Physical Activity in Elderly Patients With Diastolic Heart Failure by a Motivational Intervention - Pilot Data From an add-on Following the Ex-DHF Trial;Completed;;N/A;39;Actual;University of Göttingen;;2;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;;;2020-06-01T07:48:36Z;2020-06-01T07:48:36Z;Göttingen;;;;;Motivational interviewing;63522911;;;;2017;2020-05-29;30;FALSE;;;FALSE;18;;Years;;4;;2
NCT03378804;ClinicalTrials.gov processed this data on May 29, 2020;2017-10-06;;;2018-08-22;2017-12-14;2017-12-20;Actual;;;;;;;2018-08-22;2018-08-24;Actual;January 2017;;2017-01-31;August 2018;2018-08-31;November 2, 2017;Actual;2017-11-02;November 1, 2017;Actual;2017-11-01;;Interventional;PIEB;;PIEB-PCEA vs CEI-PCEA for Abdominal Oncological Surgery. A Randomized Prospective Clinical Trial;Randomized Comparison of Two Application Procedures: Programmed Intermittent Epidural Bolus in Patient-controlled Epidural Analgesia (PCEA) Versus Continous PCEA in Abdominal Oncological Surgery;Completed;;N/A;110;Actual;Philipps University Marburg Medical Center;;2;;;FALSE;;;;FALSE;;;;;;;;;;;No;;2020-06-01T07:52:11Z;2020-06-01T07:52:11Z;Marburg;;;;;Programmed intermittent epidural bolus application (PIEB) | Continous epidural analgesia;63524707;1;;;2017;2020-05-29;9;FALSE;;FALSE;TRUE;18;;Years;;1;1;5
NCT03358550;ClinicalTrials.gov processed this data on May 29, 2020;2017-11-26;;;2017-11-29;2017-11-29;2017-11-30;Actual;;;;;;;2017-11-29;2017-11-30;Actual;February 2, 2017;Actual;2017-02-02;November 2017;2017-11-30;March 23, 2017;Actual;2017-03-23;March 23, 2017;Actual;2017-03-23;;Interventional;;;Night Myopia and Dark Focus of Accommodation;Influence of an Imaginary Target on the State of Accommodation Under Scotopic Conditions;Completed;;N/A;39;Actual;University of Applied Sciences Jena;;1;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;No;;2020-06-01T07:55:37Z;2020-06-01T07:55:37Z;Jena;3488166;Principal Investigator;Philipp Hessler, M.Sc.;University of Applied Sciences Jena;Accommodation Measurement;63526240;1;;;2017;2020-05-29;1;FALSE;;FALSE;TRUE;22;39;Years;Years;1;3;
NCT03341741;ClinicalTrials.gov processed this data on May 29, 2020;2017-11-03;;;2017-11-08;2017-11-08;2017-11-14;Actual;;;;;;;2017-11-08;2017-11-14;Actual;March 11, 2014;Actual;2014-03-11;October 2017;2017-10-31;November 25, 2016;Actual;2016-11-25;December 19, 2015;Actual;2015-12-19;;Interventional;CotoCFII;;Combined Dry Powder Tobramycin and Nebulized Colistin Inhalation in CF Patients;Combined Dry Powder Tobramycin and Nebulized Colistin Inhalation in CF Patients;Completed;;Phase 3;26;Actual;University Hospital Tuebingen;;2;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;No;;2020-06-01T07:58:36Z;2020-06-01T07:58:36Z;Tübingen;;;;;Tobramycin Powder | Colistin;63527522;;;;2017;2020-05-29;21;FALSE;;;FALSE;12;;Years;;1;17;
NCT03332914;ClinicalTrials.gov processed this data on May 29, 2020;2017-11-02;;;2019-08-12;2017-11-02;2017-11-06;Actual;;;;;;;2019-08-12;2019-08-13;Actual;November 2, 2017;Actual;2017-11-02;August 2019;2019-08-31;December 27, 2017;Actual;2017-12-27;November 27, 2017;Actual;2017-11-27;;Interventional;;;A Crossover Designed Study to Evaluate Effects of Microcurrent Therapy on Knee Osteoarthritis;A Crossover Designed Study to Evaluate Effects of Microcurrent Therapy on Knee Osteoarthritis;Completed;;N/A;13;Actual;Ludwig-Maximilians - University of Munich;;2;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;No;;2020-06-01T07:59:57Z;2020-06-01T07:59:57Z;Munich;;;;;Microcurrent therapy;63528190;1;;;2017;2020-05-29;0;FALSE;;FALSE;TRUE;18;;Years;;1;6;
NCT03332446;ClinicalTrials.gov processed this data on May 29, 2020;2016-03-29;;;2017-11-14;2017-11-01;2017-11-06;Actual;;;;;;;2017-11-14;2017-11-17;Actual;August 2014;;2014-08-31;November 2017;2017-11-30;July 2017;Actual;2017-07-31;July 2017;Actual;2017-07-31;;Interventional;IceAge;;Influence of Cooling on the Effect of Strength Training;Influence of Cooling on the Effect of Strength Training;Completed;;N/A;11;Actual;Saarland University;;2;;;FALSE;;;;FALSE;;;;;;;;;;;Undecided;;2020-06-01T08:00:00Z;2020-06-01T08:00:00Z;Homburg;3489839;Principal Investigator;Tim Meyer, Prof.;Saarland University;cold water immersion;63528225;1;;;2016;2020-05-29;35;FALSE;;FALSE;TRUE;18;40;Years;Years;1;8;
NCT03331159;ClinicalTrials.gov processed this data on May 29, 2020;2017-10-29;;;2017-10-31;2017-10-31;2017-11-06;Actual;;;;;;;2017-10-31;2017-11-06;Actual;July 1, 2012;Actual;2012-07-01;October 2017;2017-10-31;October 31, 2015;Actual;2015-10-31;October 31, 2013;Actual;2013-10-31;;Interventional;;;Evaluation of Fusion After ALIF With an Osteoinductive Material or With Homologus Bone;Evaluation of Fusion After Anterior Lumbar Interbody Fusion With a New Osteoinductive Bone Substitute Material: a First Randomized Clinical Trial;Completed;;N/A;20;Actual;Johann Wolfgang Goethe University Hospital;;2;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;No;;2020-06-01T08:00:14Z;2020-06-01T08:00:14Z;Frankfurt;;;;;NanoBone | Homologous Bone;63528318;;;;2017;2020-05-29;16;FALSE;;;FALSE;18;;Years;;1;1;
NCT03330431;ClinicalTrials.gov processed this data on May 29, 2020;2017-09-27;;;2017-10-30;2017-10-30;2017-11-06;Actual;;;;;;;2017-10-30;2017-11-06;Actual;July 1, 2017;Actual;2017-07-01;October 2017;2017-10-31;November 15, 2017;Anticipated;2017-11-15;September 15, 2017;Actual;2017-09-15;;Interventional;;;Do Videos That Aim to Optimize Expectations Alter the Effectivess of PMR?;Effects of Videos Aiming to Optimize Expectations on Effectiveness of Progressive Muscle Relaxation (PMR);Unknown status;;N/A;66;Actual;Philipps University Marburg Medical Center;;3;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;;;2020-06-01T08:00:21Z;2020-06-01T08:00:21Z;Marburg;3489964;Principal Investigator;Winfried Rief, Professor;Philipps Universität Marburg;Progressive Muscle Relaxation (PMR);63528376;1;;;2017;2020-05-29;2;FALSE;;FALSE;TRUE;18;65;Years;Years;1;2;
NCT03323528;ClinicalTrials.gov processed this data on May 29, 2020;2017-10-24;;;2017-11-24;2017-10-24;2017-10-27;Actual;;;;;;;2017-11-24;2017-11-28;Actual;February 1, 2017;Actual;2017-02-01;October 2017;2017-10-31;November 15, 2017;Actual;2017-11-15;July 2, 2017;Actual;2017-07-02;;Interventional;DoriPha;;Safety and Efficacy of a Sore Throat Lozenge DORITHRICIN in Patients With Acute Pharyngitis;A Multi-centre, Randomized, Placebo-controlled, Double-blind, Parallel-group Study Investigating Safety and Efficacy of a Sore Throat Lozenge in the Symptomatic Treatment of Patients With Acute Pharyngitis;Completed;;Phase 4;321;Actual;Medice Arzneimittel Pütter GmbH & Co KG;;2;;;FALSE;;;;TRUE;FALSE;FALSE;;;;;;;;;No;study protocol, statistical analysis plan, informed consent form, clinical study report are shared with all 26 recruited centers of the DoriPha investigators;2020-06-01T08:01:33Z;2020-06-01T08:01:33Z;Münster;3490407;Study Director;R Ammer, MD, PhD;Universtiy hospital Muenster, MedD;Benzalkonium Chloride-Benzocaine Topical | Placebo Oral Tablet;63528905;1;;;2017;2020-05-29;5;FALSE;;FALSE;TRUE;18;99;Years;Years;1;3;
NCT03313336;ClinicalTrials.gov processed this data on May 29, 2020;2017-09-08;;;2017-11-13;2017-10-12;2017-10-18;Actual;;;;;;;2017-11-13;2017-11-14;Actual;October 30, 2017;Actual;2017-10-30;November 2017;2017-11-30;November 9, 2017;Actual;2017-11-09;November 9, 2017;Actual;2017-11-09;;Interventional;EMLA;;A Study to Assess Therapeutic Equivalence Between Test EMLA Patch With Marketed EMLA Patch in Healthy Subjects.;A Double-blind, Randomized, 2-period, Placebo-controlled, Single-center, Crossover Study to Assess the Therapeutic Equivalence of the EMLA Current Reference Patch and the EMLA Test Patch in Healthy Subjects.;Completed;;Phase 1;32;Actual;AstraZeneca;;3;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;No;;2020-06-01T08:03:20Z;2020-06-01T08:03:20Z;Berlin;3491022;Principal Investigator;Dr. med.Rainard Fuhr;PAREXEL Early Phase Clinical Unit Berlin;EMLA test patch | EMLA current reference patch | Placebo Patch;63529676;1;;;2017;2020-05-29;0;FALSE;;FALSE;TRUE;18;60;Years;Years;1;1;
NCT03312816;ClinicalTrials.gov processed this data on May 29, 2020;2017-10-12;;;2018-06-06;2017-10-12;2017-10-18;Actual;;;;;;;2018-06-06;2018-06-07;Actual;October 16, 2017;Actual;2017-10-16;June 2018;2018-06-30;December 8, 2017;Actual;2017-12-08;December 8, 2017;Actual;2017-12-08;;Interventional;;;Effect of Oxidized Plant Sterols on Serum Concentrations of Plant Sterol Oxidation Products (POP);The Effect of Oxidized Plant Sterol Intake on Serum Concentrations of Plant Sterol Oxidation Products (POP);Completed;;N/A;60;Actual;Unilever R&D;;4;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;;;2020-06-01T08:03:26Z;2020-06-01T08:03:26Z;Berlin;3491058;Principal Investigator;Christian Keicher, Dr;Charité Research Organisation GmbH;cookies enriched with POP;63529714;1;;;2017;2020-05-29;1;FALSE;;FALSE;TRUE;40;75;Years;Years;1;2;
NCT03312140;ClinicalTrials.gov processed this data on May 29, 2020;2017-10-04;;;2017-11-29;2017-10-16;2017-10-17;Actual;;;;;;;2017-11-29;2017-11-30;Actual;November 6, 2014;Actual;2014-11-06;October 2017;2017-10-31;February 8, 2017;Actual;2017-02-08;April 24, 2016;Actual;2016-04-24;;Interventional;;;Examination of the Lipid Metabolism of the Liver After Choline Substitution in Cystic Fibrosis;Examination of the Lipid Metabolism of the Liver After Choline Substitution in Cystic Fibrosis;Completed;;N/A;10;Actual;University Hospital Tuebingen;;1;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;;;2020-06-01T08:03:31Z;2020-06-01T08:03:31Z;Tübingen;3491108;Principal Investigator;Joachim Riethmüller, PD;Klinik für Kinder- und Jugendmedizin Tübingen;Choline Chloride;63529765;;;;2017;2020-05-29;17;FALSE;;;FALSE;18;;Years;;1;6;
NCT03299127;ClinicalTrials.gov processed this data on May 29, 2020;2017-09-27;;;2018-06-11;2017-09-27;2017-10-02;Actual;;;;;;;2018-06-11;2018-06-13;Actual;April 1, 2017;Actual;2017-04-01;June 2018;2018-06-30;December 15, 2017;Actual;2017-12-15;July 30, 2017;Actual;2017-07-30;;Interventional;;;Imagery Rescripting in Depression;A Self-help Manual of Imagery Rescripting Reduces Depressive Symptoms;Completed;;N/A;127;Actual;Universitätsklinikum Hamburg-Eppendorf;;2;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;Undecided;;2020-06-01T08:05:56Z;2020-06-01T08:05:56Z;Hamburg;3491955;Principal Investigator;Steffen Moritz, PhD;UKE Hamburg;imagery rescripting;63530746;1;;;2017;2020-05-29;4;FALSE;;FALSE;TRUE;18;;Years;;1;4;
NCT03281616;ClinicalTrials.gov processed this data on May 29, 2020;2017-09-11;;;2017-09-18;2017-09-11;2017-09-13;Actual;;;;;;;2017-09-18;2017-09-19;Actual;June 1, 2014;Actual;2014-06-01;September 2017;2017-09-30;September 30, 2015;Actual;2015-09-30;June 30, 2015;Actual;2015-06-30;;Interventional;;;Lifestyle in Turkish-Background Diabetics;Lifestyle Interventions in Turkish-background Patients With Metabolic Syndrome and Diabetes in Germany;Completed;;N/A;110;Actual;Charite University, Berlin, Germany;;2;;;FALSE;;;;;FALSE;FALSE;;;;;;;;;No;;2020-06-01T08:08:48Z;2020-06-01T08:08:48Z;Berlin;;;;;Diet;63532083;;;;2017;2020-05-29;13;FALSE;;;FALSE;30;65;Years;Years;1;2;
NCT03273127;ClinicalTrials.gov processed this data on May 29, 2020;2017-09-04;;;2017-11-24;2017-09-04;2017-09-06;Actual;;;;;;;2017-11-24;2017-11-27;Actual;September 21, 2017;Actual;2017-09-21;November 2017;2017-11-30;November 9, 2017;Actual;2017-11-09;November 9, 2017;Actual;2017-11-09;;Interventional;;;To Assess the Pharmacokinetics, Safety and Tolerability of Abediterol Administered Once Daily for 9 Days, in Patients With Asthma on Inhaled Corticosteroids;A Phase 1, Randomized, Single-Blind, Placebo Controlled Study to Assess Pharmacokinetics, Safety and Tolerability of Abediterol Administered Once Daily for 9 Days, in Patients With Asthma on Inhaled Corticosteroids;Completed;;Phase 1;12;Actual;AstraZeneca;;2;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;;;2020-06-01T08:10:59Z;2020-06-01T08:10:59Z;Berlin;3493711;Principal Investigator;Dr.med. Rainard Fuhr;PAREXEL Early Phase Clinical Unit Berlin;Abediterol | Placebo;63532721;1;;;2017;2020-05-29;1;FALSE;;FALSE;TRUE;18;55;Years;Years;20;;8
NCT03272490;ClinicalTrials.gov processed this data on May 29, 2020;2017-08-31;;;2017-09-01;2017-09-01;2017-09-05;Actual;;;;;;;2017-09-01;2017-09-05;Actual;February 5, 2014;Actual;2014-02-05;September 2017;2017-09-30;July 1, 2017;Actual;2017-07-01;June 6, 2017;Actual;2017-06-06;;Interventional;;;Polyaxial Locking Plates in Treating Distal Humeral Fractures;Polyaxial Locking Plates in Treating Distal Humeral Fractures: a Comparative Randomized Trial for Clinical Outcome;Completed;;N/A;20;Actual;Technische Universität München;;2;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;No;;2020-06-01T08:11:04Z;2020-06-01T08:11:04Z;Munich;3493753;Study Director;Peter Bibethaler, Prof.;Department of Trauma Surgery Klinikum rechts der Isar Technical University of Munich, Germany Ismaninger Strasse 22 81675 Munich, Germany;Medartis | Synthes;63532748;;;;2017;2020-05-29;40;FALSE;;;FALSE;18;95;Years;Years;1;;
NCT03268720;ClinicalTrials.gov processed this data on May 29, 2020;2017-08-15;;;2017-08-29;2017-08-29;2017-08-31;Actual;;;;;;;2017-08-29;2017-08-31;Actual;April 2014;Actual;2014-04-30;August 2017;2017-08-31;December 2016;Actual;2016-12-31;December 2016;Actual;2016-12-31;;Interventional;NCGS;;Influence of the Immunosystem in Non-celiac Glutensensitivity;Influence of the Immunosystem in Non-celiac Glutensensitivity;Completed;;N/A;29;Actual;University of Erlangen-Nürnberg Medical School;;2;;;FALSE;;;;;FALSE;FALSE;;;;;;;;;No;;2020-06-01T08:11:37Z;2020-06-01T08:11:37Z;Erlangen;;;;;FODMAP low diet | gluten-free diet;63533056;1;;;2017;2020-05-29;32;FALSE;;FALSE;TRUE;18;;Years;;2;4;
NCT03265899;ClinicalTrials.gov processed this data on May 29, 2020;2017-08-18;;;2017-08-25;2017-08-25;2017-08-29;Actual;;;;;;;2017-08-25;2017-08-29;Actual;July 1, 2015;Actual;2015-07-01;August 2017;2017-08-31;November 30, 2016;Actual;2016-11-30;November 30, 2016;Actual;2016-11-30;;Interventional;;;Oxytocin and the Processing of Social Stress-Associated Chemosignals;Double-blind, Placebo-controlled, Randomized Study: Oxytocin Modulation of Stress-Associated Chemosignals Processing;Completed;;Phase 1;60;Actual;University Hospital, Bonn;;2;;;FALSE;;;;FALSE;FALSE;FALSE;;;FALSE;;;;;;No;;2020-06-01T08:12:08Z;2020-06-01T08:12:08Z;Bonn;3494191;Principal Investigator;Rene Hurlemann, MSc MD PhD;Department of Psychiatry, University of Bonn, Germany;Oxytocin | Placebo;63533272;;;;2017;2020-05-29;17;FALSE;;;FALSE;18;40;Years;Years;3;3;
NCT03252730;ClinicalTrials.gov processed this data on May 29, 2020;2017-07-18;;;2017-08-17;2017-08-16;2017-08-17;Actual;;;;;;;2017-08-17;2017-08-22;Actual;January 30, 2017;Actual;2017-01-30;August 2017;2017-08-31;February 27, 2017;Actual;2017-02-27;February 27, 2017;Actual;2017-02-27;;Interventional;;;In-Use Test With a Cosmetic Product;In-Use Test With a Cosmetic Product (WO 4260) for Topical Use on the Scalp;Completed;;N/A;34;Actual;Dr. August Wolff GmbH & Co. KG Arzneimittel;;1;;;FALSE;;;;FALSE;FALSE;FALSE;;;;;;;;;No;;2020-06-01T08:14:34Z;2020-06-01T08:14:34Z;Hamburg;3495005;Study Director;Mona Mazinani, MD;SIT Skin Investigation and Technology Hamburg GmbH;WO 4260 Cosmetic Product for Topical Use;63534260;1;;;2017;2020-05-29;0;FALSE;;FALSE;TRUE;18;;Years;;1;3;
